Order Date,Product,Category,Region,Customer Type,Quantity,Unit Price,Discount,Revenue,Profit
2025-01-04,Notebook,Stationery,East,Wholesale,18,120,20,1728.0,-63.84
2024-01-21,Printer,Electronics,South,Retail,4,12000,10,43200.0,4309.89
2024-10-18,Notebook,Stationery,West,Retail,11,120,20,1056.0,136.95
2025-01-25,Bag,Accessories,South,Retail,10,1800,15,15300.0,1988.75
2025-10-17,Notebook,Stationery,North,Retail,14,120,20,1344.0,131.89
2024-06-14,Notebook,Stationery,East,Wholesale,8,120,10,864.0,244.74
2025-09-11,Printer,Electronics,East,Wholesale,9,12000,15,91800.0,7096.44
2025-02-27,Keyboard,Electronics,South,Wholesale,6,1500,0,9000.0,3712.39
2025-12-18,Mouse,Electronics,North,Retail,7,800,5,5320.0,1572.96
2025-04-29,Bottle,Accessories,North,Retail,2,350,0,700.0,153.1
2024-09-25,Bag,Accessories,West,Wholesale,5,1800,0,9000.0,2281.95
2024-08-22,Chair,Furniture,South,Retail,10,4500,15,38250.0,5042.51
2024-01-30,Laptop,Electronics,West,Wholesale,12,55000,10,594000.0,59880.25
2025-07-15,Monitor,Electronics,West,Wholesale,5,15000,20,60000.0,14766.68
2025-06-20,Bottle,Accessories,South,Retail,10,350,10,3150.0,719.27
2025-03-28,Table,Furniture,East,Retail,12,7000,15,71400.0,18652.86
2024-01-01,Bottle,Accessories,North,Wholesale,5,350,10,1575.0,461.95
2025-05-03,Table,Furniture,South,Retail,1,7000,15,5950.0,424.27
2025-07-15,Notebook,Stationery,West,Wholesale,7,120,15,714.0,29.7
2024-09-12,Keyboard,Electronics,North,Wholesale,13,1500,15,16575.0,4559.53
2025-10-02,Chair,Furniture,East,Wholesale,17,4500,20,61200.0,591.16
2025-10-26,Bottle,Accessories,North,Retail,9,350,15,2677.5,767.34
2024-05-19,Table,Furniture,East,Wholesale,4,7000,15,23800.0,3211.07
2024-07-11,Notebook,Stationery,North,Retail,1,120,5,114.0,46.21
2024-04-14,Table,Furniture,North,Retail,9,7000,5,59850.0,11682.8
2024-04-02,Keyboard,Electronics,West,Wholesale,1,1500,15,1275.0,352.27
2025-05-25,Notebook,Stationery,South,Retail,15,120,0,1800.0,631.67
2024-09-29,Printer,Electronics,South,Wholesale,3,12000,20,28800.0,3922.41
2025-01-25,Laptop,Electronics,West,Retail,4,55000,5,209000.0,62603.34
2024-02-04,Chair,Furniture,South,Wholesale,15,4500,0,67500.0,19821.93
2025-02-02,Table,Furniture,North,Retail,11,7000,5,73150.0,16266.31
2024-09-16,Monitor,Electronics,North,Retail,10,15000,5,142500.0,43780.8
2024-04-25,Chair,Furniture,East,Retail,14,4500,10,56700.0,21765.22
2025-02-09,Chair,Furniture,West,Retail,1,4500,0,4500.0,1240.55
2025-01-15,Mouse,Electronics,East,Retail,8,800,5,6080.0,1600.16
2024-03-02,Notebook,Stationery,South,Wholesale,5,120,20,480.0,7.54
2024-08-26,Notebook,Stationery,West,Retail,18,120,10,1944.0,234.02
2024-01-22,Printer,Electronics,North,Wholesale,12,12000,5,136800.0,46769.92
2025-12-24,Monitor,Electronics,West,Retail,18,15000,10,243000.0,50538.54
2025-08-03,Keyboard,Electronics,West,Wholesale,18,1500,10,24300.0,6828.18
2025-09-05,Bottle,Accessories,West,Wholesale,6,350,0,2100.0,610.38
2024-09-26,Bottle,Accessories,West,Retail,12,350,15,3570.0,1259.09
2024-01-20,Bag,Accessories,North,Wholesale,12,1800,20,17280.0,3852.66
2024-07-13,Bottle,Accessories,East,Wholesale,16,350,20,4480.0,1141.06
2025-02-23,Notebook,Stationery,North,Retail,4,120,0,480.0,140.66
2024-05-12,Keyboard,Electronics,South,Retail,2,1500,5,2850.0,1103.65
2024-02-02,Bag,Accessories,East,Retail,13,1800,15,19890.0,3328.73
2025-01-10,Chair,Furniture,South,Wholesale,20,4500,0,90000.0,40146.68
2024-03-22,Monitor,Electronics,West,Wholesale,2,15000,10,27000.0,5477.82
2025-12-26,Laptop,Electronics,North,Wholesale,20,55000,10,990000.0,210423.13
2024-03-20,Chair,Furniture,South,Wholesale,17,4500,0,76500.0,32101.88
2024-07-13,Chair,Furniture,South,Wholesale,17,4500,5,72675.0,17517.86
2024-04-18,Bag,Accessories,West,Retail,12,1800,15,18360.0,1927.47
2024-06-19,Keyboard,Electronics,South,Wholesale,18,1500,15,22950.0,4011.99
2024-12-26,Notebook,Stationery,West,Wholesale,18,120,10,1944.0,208.53
2024-11-27,Bag,Accessories,West,Wholesale,8,1800,20,11520.0,1242.89
2025-01-03,Monitor,Electronics,North,Wholesale,15,15000,15,191250.0,67486.8
2025-09-02,Laptop,Electronics,East,Retail,17,55000,5,888250.0,95347.93
2024-11-03,Chair,Furniture,East,Retail,7,4500,10,28350.0,10819.92
2024-04-06,Laptop,Electronics,East,Wholesale,15,55000,10,742500.0,250113.49
2025-08-19,Chair,Furniture,North,Wholesale,8,4500,10,32400.0,3840.4
2025-08-05,Chair,Furniture,South,Wholesale,3,4500,10,12150.0,1513.74
2025-12-07,Bag,Accessories,North,Wholesale,4,1800,20,5760.0,412.73
2024-03-21,Laptop,Electronics,West,Wholesale,11,55000,10,544500.0,52067.66
2024-05-03,Chair,Furniture,West,Retail,20,4500,0,90000.0,23385.05
2024-11-08,Bottle,Accessories,South,Wholesale,2,350,10,630.0,131.61
2025-05-29,Chair,Furniture,West,Wholesale,5,4500,0,22500.0,5577.96
2025-09-01,Bag,Accessories,East,Wholesale,17,1800,0,30600.0,11731.25
2024-05-31,Keyboard,Electronics,North,Wholesale,11,1500,0,16500.0,5069.52
2024-09-25,Mouse,Electronics,South,Retail,13,800,20,8320.0,1244.39
2025-05-07,Bottle,Accessories,South,Retail,7,350,15,2082.5,444.44
2024-09-05,Mouse,Electronics,North,Retail,9,800,15,6120.0,1461.43
2025-11-18,Printer,Electronics,East,Wholesale,14,12000,10,151200.0,41245.28
2025-08-31,Laptop,Electronics,West,Retail,10,55000,5,522500.0,57037.43
2025-03-27,Laptop,Electronics,South,Retail,8,55000,5,418000.0,85532.58
2024-04-25,Laptop,Electronics,East,Retail,8,55000,20,352000.0,-12328.32
2024-12-17,Mouse,Electronics,East,Retail,10,800,15,6800.0,1269.14
2025-07-04,Chair,Furniture,East,Wholesale,7,4500,20,25200.0,2930.14
2025-09-29,Keyboard,Electronics,North,Wholesale,1,1500,15,1275.0,187.65
2024-06-23,Laptop,Electronics,East,Retail,10,55000,5,522500.0,89783.9
2025-04-21,Laptop,Electronics,East,Retail,3,55000,15,140250.0,16811.55
2024-01-20,Table,Furniture,North,Wholesale,13,7000,5,86450.0,9651.66
2025-05-11,Bag,Accessories,West,Retail,18,1800,0,32400.0,12768.02
2024-02-10,Chair,Furniture,West,Retail,17,4500,10,68850.0,19119.58
2024-01-19,Notebook,Stationery,South,Wholesale,12,120,10,1296.0,233.9
2024-03-04,Table,Furniture,East,Retail,13,7000,0,91000.0,15175.07
2024-06-04,Notebook,Stationery,West,Retail,13,120,5,1482.0,582.91
2025-03-03,Chair,Furniture,East,Wholesale,19,4500,5,81225.0,23261.17
2025-04-04,Bottle,Accessories,South,Retail,5,350,5,1662.5,357.45
2024-11-12,Bottle,Accessories,South,Retail,5,350,15,1487.5,2.26
2024-11-21,Mouse,Electronics,North,Retail,18,800,20,11520.0,-497.96
2024-11-21,Keyboard,Electronics,West,Wholesale,1,1500,10,1350.0,128.94
2024-11-06,Monitor,Electronics,North,Retail,9,15000,5,128250.0,22446.13
2024-07-08,Laptop,Electronics,South,Retail,20,55000,20,880000.0,186935.34
2024-08-24,Laptop,Electronics,West,Retail,12,55000,0,660000.0,160748.03
2025-05-29,Bag,Accessories,West,Wholesale,16,1800,10,25920.0,8490.44
2025-04-30,Keyboard,Electronics,West,Retail,6,1500,5,8550.0,2989.06
2024-10-03,Printer,Electronics,North,Retail,8,12000,5,91200.0,16576.03
2025-03-25,Bag,Accessories,South,Wholesale,16,1800,10,25920.0,2591.06
2025-02-18,Laptop,Electronics,West,Retail,20,55000,15,935000.0,92333.7
2025-06-17,Mouse,Electronics,North,Retail,15,800,15,10200.0,622.76
2025-06-15,Bottle,Accessories,North,Retail,13,350,0,4550.0,1286.24
2024-10-25,Monitor,Electronics,East,Wholesale,13,15000,10,175500.0,22989.89
2024-06-19,Printer,Electronics,South,Wholesale,10,12000,20,96000.0,-3085.18
2025-10-23,Monitor,Electronics,South,Wholesale,3,15000,20,36000.0,9722.18
2025-02-27,Notebook,Stationery,South,Wholesale,15,120,0,1800.0,713.41
2024-04-02,Table,Furniture,North,Retail,11,7000,5,73150.0,14205.54
2024-04-26,Monitor,Electronics,West,Retail,12,15000,0,180000.0,52713.87
2025-01-22,Bottle,Accessories,East,Retail,13,350,0,4550.0,998.82
2024-06-15,Keyboard,Electronics,East,Wholesale,6,1500,0,9000.0,2917.13
2024-10-22,Keyboard,Electronics,North,Wholesale,4,1500,5,5700.0,671.22
2024-01-13,Monitor,Electronics,North,Wholesale,16,15000,15,204000.0,32867.92
2024-08-31,Chair,Furniture,West,Retail,19,4500,15,72675.0,14011.61
2025-09-07,Bag,Accessories,East,Retail,1,1800,5,1710.0,243.63
2024-02-20,Keyboard,Electronics,North,Retail,5,1500,0,7500.0,1905.13
2024-02-03,Bag,Accessories,North,Retail,20,1800,10,32400.0,9024.0
2024-04-21,Printer,Electronics,South,Wholesale,6,12000,5,68400.0,14282.85
2025-08-15,Notebook,Stationery,East,Wholesale,2,120,0,240.0,52.67
2025-01-23,Mouse,Electronics,West,Retail,14,800,20,8960.0,2581.85
2024-05-04,Table,Furniture,South,Retail,11,7000,20,61600.0,9692.19
2025-09-18,Laptop,Electronics,North,Wholesale,4,55000,20,176000.0,6837.92
2025-12-06,Bag,Accessories,East,Wholesale,10,1800,15,15300.0,2112.24
2025-06-22,Bag,Accessories,West,Wholesale,20,1800,10,32400.0,2587.26
2025-05-19,Keyboard,Electronics,South,Retail,20,1500,5,28500.0,5622.72
2024-05-01,Laptop,Electronics,South,Wholesale,15,55000,0,825000.0,188726.58
2025-02-27,Laptop,Electronics,South,Retail,11,55000,10,544500.0,110034.59
2025-10-17,Chair,Furniture,East,Wholesale,10,4500,10,40500.0,5082.36
2025-06-02,Bottle,Accessories,East,Wholesale,11,350,0,3850.0,1601.02
2025-02-09,Bag,Accessories,South,Wholesale,20,1800,0,36000.0,7213.94
2024-12-12,Monitor,Electronics,West,Retail,16,15000,0,240000.0,61513.04
2025-10-04,Monitor,Electronics,West,Retail,18,15000,10,243000.0,57039.92
2025-06-17,Table,Furniture,North,Retail,19,7000,10,119700.0,24398.43
2025-08-14,Notebook,Stationery,East,Retail,12,120,0,1440.0,229.13
2024-12-13,Printer,Electronics,West,Retail,18,12000,5,205200.0,49400.39
2025-09-01,Mouse,Electronics,East,Wholesale,10,800,10,7200.0,1096.38
2024-03-29,Monitor,Electronics,East,Retail,8,15000,10,108000.0,25731.37
2025-06-21,Table,Furniture,North,Retail,6,7000,0,42000.0,14184.88
2024-04-04,Monitor,Electronics,South,Retail,17,15000,0,255000.0,53624.57
2024-12-14,Monitor,Electronics,South,Retail,17,15000,10,229500.0,29921.71
2025-06-12,Keyboard,Electronics,North,Retail,7,1500,0,10500.0,3277.99
2024-11-14,Laptop,Electronics,North,Retail,20,55000,0,1100000.0,385014.38
2025-06-17,Table,Furniture,South,Wholesale,1,7000,20,5600.0,157.16
2024-07-24,Chair,Furniture,West,Retail,10,4500,10,40500.0,8564.28
2024-10-06,Keyboard,Electronics,North,Retail,6,1500,10,8100.0,2840.96
2025-07-09,Notebook,Stationery,East,Retail,18,120,10,1944.0,580.36
2024-06-24,Mouse,Electronics,West,Retail,10,800,20,6400.0,-141.38
2024-05-13,Laptop,Electronics,North,Retail,16,55000,0,880000.0,368035.29
2025-03-12,Printer,Electronics,West,Wholesale,6,12000,20,57600.0,-1251.56
2024-11-15,Notebook,Stationery,West,Retail,7,120,20,672.0,190.21
2024-04-05,Monitor,Electronics,West,Wholesale,4,15000,15,51000.0,12412.95
2024-08-25,Chair,Furniture,East,Wholesale,5,4500,20,18000.0,3883.14
2024-07-06,Notebook,Stationery,North,Wholesale,11,120,15,1122.0,202.95
2024-04-25,Notebook,Stationery,East,Wholesale,16,120,15,1632.0,88.84
2025-09-10,Bag,Accessories,North,Wholesale,5,1800,20,7200.0,1972.08
2025-07-23,Mouse,Electronics,West,Retail,10,800,20,6400.0,893.66
2025-09-27,Chair,Furniture,West,Retail,18,4500,5,76950.0,8734.43
2024-12-14,Chair,Furniture,West,Wholesale,19,4500,15,72675.0,5532.35
2025-07-11,Chair,Furniture,West,Retail,6,4500,0,27000.0,6161.13
2025-08-29,Bag,Accessories,West,Retail,15,1800,10,24300.0,4953.79
2024-11-11,Printer,Electronics,West,Wholesale,3,12000,20,28800.0,7825.56
2025-05-21,Laptop,Electronics,North,Retail,3,55000,5,156750.0,25556.84
2025-11-07,Keyboard,Electronics,West,Retail,15,1500,20,18000.0,3657.35
2024-07-29,Notebook,Stationery,East,Wholesale,10,120,20,960.0,14.04
2024-12-18,Mouse,Electronics,West,Retail,19,800,0,15200.0,4051.6
2024-10-28,Laptop,Electronics,North,Wholesale,12,55000,20,528000.0,-26644.1
2024-04-22,Table,Furniture,West,Wholesale,1,7000,5,6650.0,1893.4
2025-12-29,Printer,Electronics,South,Retail,13,12000,15,132600.0,26433.11
2025-05-01,Keyboard,Electronics,East,Wholesale,7,1500,20,8400.0,1413.53
2024-06-06,Table,Furniture,North,Retail,5,7000,5,33250.0,13878.17
2025-05-13,Printer,Electronics,West,Wholesale,5,12000,0,60000.0,24530.04
2025-12-13,Bag,Accessories,West,Wholesale,14,1800,20,20160.0,4940.73
2025-01-28,Notebook,Stationery,North,Wholesale,8,120,5,912.0,261.67
2024-08-30,Bottle,Accessories,East,Retail,9,350,15,2677.5,69.4
2024-02-08,Bag,Accessories,West,Retail,16,1800,10,25920.0,9102.26
2024-05-25,Bottle,Accessories,North,Retail,9,350,15,2677.5,456.48
2025-04-28,Mouse,Electronics,North,Wholesale,18,800,20,11520.0,2250.0
2025-07-01,Laptop,Electronics,West,Wholesale,16,55000,15,748000.0,128656.94
2025-03-07,Notebook,Stationery,East,Wholesale,10,120,10,1080.0,359.7
2024-03-03,Monitor,Electronics,East,Retail,19,15000,5,270750.0,65020.47
2024-10-20,Monitor,Electronics,East,Wholesale,3,15000,5,42750.0,11174.45
2024-05-15,Bag,Accessories,North,Retail,9,1800,10,14580.0,1500.81
2025-09-10,Keyboard,Electronics,East,Retail,19,1500,5,27075.0,5764.22
2024-09-24,Chair,Furniture,North,Wholesale,16,4500,5,68400.0,11533.56
2024-03-27,Keyboard,Electronics,West,Wholesale,20,1500,5,28500.0,4461.47
2024-08-31,Monitor,Electronics,East,Retail,6,15000,5,85500.0,20400.55
2025-10-19,Table,Furniture,West,Wholesale,4,7000,0,28000.0,11192.16
2024-11-04,Monitor,Electronics,West,Wholesale,18,15000,5,256500.0,77236.14
2024-09-25,Keyboard,Electronics,West,Wholesale,17,1500,15,21675.0,7559.25
2025-11-25,Notebook,Stationery,East,Wholesale,17,120,0,2040.0,858.41
2025-09-17,Table,Furniture,North,Wholesale,11,7000,10,69300.0,20780.27
2025-11-01,Bag,Accessories,South,Retail,13,1800,15,19890.0,1592.48
2025-06-16,Notebook,Stationery,North,Retail,6,120,10,648.0,133.72
2024-01-13,Printer,Electronics,West,Wholesale,4,12000,20,38400.0,10503.74
2024-08-12,Table,Furniture,North,Retail,9,7000,5,59850.0,24556.61
2025-08-31,Chair,Furniture,North,Retail,20,4500,0,90000.0,21381.97
2025-09-11,Keyboard,Electronics,South,Retail,13,1500,20,15600.0,176.28
2025-12-13,Keyboard,Electronics,North,Wholesale,9,1500,10,12150.0,2833.83
2024-10-10,Printer,Electronics,North,Wholesale,11,12000,10,118800.0,39786.15
2024-03-04,Printer,Electronics,East,Wholesale,13,12000,10,140400.0,7989.14
2024-07-01,Monitor,Electronics,South,Wholesale,3,15000,15,38250.0,277.8
2024-07-01,Monitor,Electronics,West,Retail,4,15000,5,57000.0,14268.62
2025-09-20,Mouse,Electronics,North,Retail,15,800,10,10800.0,3828.17
2025-08-08,Table,Furniture,South,Retail,15,7000,0,105000.0,19009.86
2024-02-08,Printer,Electronics,West,Retail,9,12000,5,102600.0,20518.21
2025-06-11,Monitor,Electronics,North,Retail,16,15000,15,204000.0,42918.28
2024-01-04,Printer,Electronics,East,Wholesale,16,12000,0,192000.0,53726.75
2025-11-29,Table,Furniture,North,Wholesale,13,7000,0,91000.0,23688.96
2025-07-01,Notebook,Stationery,East,Retail,3,120,15,306.0,25.87
2024-06-29,Bottle,Accessories,East,Wholesale,2,350,15,595.0,71.25
2024-04-19,Notebook,Stationery,West,Retail,16,120,0,1920.0,354.12
2024-05-23,Laptop,Electronics,South,Wholesale,7,55000,0,385000.0,90120.14
2025-02-02,Mouse,Electronics,West,Retail,18,800,10,12960.0,2881.36
2024-02-07,Notebook,Stationery,North,Wholesale,2,120,10,216.0,27.28
2024-05-01,Chair,Furniture,South,Retail,17,4500,15,65025.0,1374.94
2024-03-14,Laptop,Electronics,West,Retail,5,55000,15,233750.0,28558.9
2024-09-05,Keyboard,Electronics,East,Retail,1,1500,5,1425.0,315.3
2025-04-12,Bag,Accessories,North,Retail,6,1800,20,8640.0,2492.78
2025-05-24,Bag,Accessories,South,Wholesale,20,1800,5,34200.0,13718.41
2024-12-11,Printer,Electronics,South,Wholesale,11,12000,0,132000.0,20756.21
2024-08-06,Laptop,Electronics,North,Wholesale,19,55000,5,992750.0,312819.58
2024-05-24,Printer,Electronics,West,Retail,6,12000,10,64800.0,13246.39
2025-08-18,Laptop,Electronics,West,Retail,5,55000,0,275000.0,58488.19
2024-01-17,Monitor,Electronics,North,Wholesale,3,15000,0,45000.0,20152.48
2025-03-02,Monitor,Electronics,East,Wholesale,5,15000,5,71250.0,26780.52
2025-02-25,Chair,Furniture,South,Wholesale,6,4500,20,21600.0,1147.44
2025-09-18,Mouse,Electronics,South,Retail,10,800,10,7200.0,1794.91
2024-04-30,Bottle,Accessories,South,Wholesale,4,350,20,1120.0,198.0
2025-10-03,Chair,Furniture,South,Wholesale,9,4500,0,40500.0,15871.31
2025-05-24,Keyboard,Electronics,East,Wholesale,6,1500,0,9000.0,3904.13
2024-08-02,Printer,Electronics,West,Retail,9,12000,10,97200.0,17815.05
2024-04-16,Laptop,Electronics,North,Wholesale,18,55000,5,940500.0,349060.45
2025-06-11,Mouse,Electronics,East,Wholesale,3,800,5,2280.0,440.59
2024-07-22,Notebook,Stationery,North,Retail,8,120,0,960.0,338.07
2025-02-26,Chair,Furniture,West,Retail,13,4500,5,55575.0,22109.55
2025-03-22,Keyboard,Electronics,West,Wholesale,7,1500,20,8400.0,1191.78
2024-05-19,Monitor,Electronics,South,Wholesale,7,15000,10,94500.0,6019.99
2024-05-10,Laptop,Electronics,North,Wholesale,19,55000,0,1045000.0,382280.6
2025-04-14,Printer,Electronics,East,Retail,6,12000,10,64800.0,20451.16
2025-10-15,Bag,Accessories,South,Retail,6,1800,20,8640.0,-443.24
2025-02-25,Bottle,Accessories,West,Wholesale,16,350,5,5320.0,1246.14
2024-01-15,Printer,Electronics,South,Retail,8,12000,5,91200.0,28973.88
2025-08-10,Laptop,Electronics,West,Retail,14,55000,0,770000.0,337246.44
2025-03-11,Bottle,Accessories,North,Wholesale,13,350,15,3867.5,259.74
2025-05-22,Chair,Furniture,West,Retail,3,4500,20,10800.0,325.03
2024-05-15,Notebook,Stationery,North,Retail,10,120,5,1140.0,246.85
2025-05-06,Table,Furniture,North,Wholesale,6,7000,15,35700.0,1790.18
2025-04-19,Keyboard,Electronics,East,Wholesale,13,1500,5,18525.0,3179.33
2025-12-21,Laptop,Electronics,East,Retail,3,55000,15,140250.0,5275.0
2024-10-30,Printer,Electronics,South,Retail,9,12000,20,86400.0,9425.1
2025-09-27,Notebook,Stationery,East,Retail,2,120,20,192.0,-8.06
2024-04-23,Printer,Electronics,East,Wholesale,12,12000,15,122400.0,16453.43
2024-06-28,Bottle,Accessories,South,Retail,3,350,20,840.0,39.06
2024-12-08,Chair,Furniture,South,Retail,18,4500,0,81000.0,20678.37
2024-11-24,Notebook,Stationery,East,Retail,9,120,20,864.0,49.61
2024-03-05,Notebook,Stationery,North,Wholesale,12,120,15,1224.0,221.95
2025-12-27,Bottle,Accessories,East,Retail,18,350,10,5670.0,1350.76
2024-07-11,Monitor,Electronics,South,Wholesale,3,15000,0,45000.0,14975.79
2024-03-19,Mouse,Electronics,South,Wholesale,6,800,10,4320.0,1518.68
2024-06-03,Chair,Furniture,South,Wholesale,17,4500,0,76500.0,27696.76
2024-12-21,Printer,Electronics,North,Retail,15,12000,0,180000.0,65258.09
2024-08-25,Bottle,Accessories,East,Wholesale,11,350,15,3272.5,486.6
2025-08-30,Bottle,Accessories,South,Wholesale,18,350,15,5355.0,1024.37
2024-06-24,Table,Furniture,East,Retail,8,7000,15,47600.0,10552.04
2024-05-31,Notebook,Stationery,South,Wholesale,10,120,15,1020.0,15.76
2024-07-05,Keyboard,Electronics,North,Wholesale,5,1500,5,7125.0,2464.71
2025-08-11,Keyboard,Electronics,South,Retail,15,1500,10,20250.0,5379.71
2025-11-12,Notebook,Stationery,South,Wholesale,12,120,5,1368.0,414.9
2024-05-04,Laptop,Electronics,West,Wholesale,13,55000,15,607750.0,49652.85
2024-06-08,Laptop,Electronics,East,Wholesale,18,55000,20,792000.0,149109.65
2024-10-23,Bag,Accessories,West,Wholesale,5,1800,20,7200.0,282.93
2025-12-06,Mouse,Electronics,North,Wholesale,16,800,0,12800.0,5224.61
2024-01-26,Printer,Electronics,North,Wholesale,20,12000,5,228000.0,63889.97
2024-02-26,Bag,Accessories,East,Retail,7,1800,20,10080.0,1160.08
2024-01-24,Mouse,Electronics,North,Wholesale,18,800,15,12240.0,1395.09
2024-07-18,Monitor,Electronics,North,Wholesale,11,15000,20,132000.0,11298.65
2025-02-11,Keyboard,Electronics,North,Wholesale,14,1500,10,18900.0,4917.49
2024-12-19,Notebook,Stationery,North,Retail,10,120,15,1020.0,45.25
2025-03-30,Printer,Electronics,West,Wholesale,15,12000,10,162000.0,54155.32
2024-05-22,Bag,Accessories,East,Wholesale,20,1800,0,36000.0,14648.7
2025-06-21,Notebook,Stationery,North,Retail,3,120,20,288.0,8.34
2025-02-23,Table,Furniture,South,Retail,14,7000,5,93100.0,22859.07
2024-07-09,Printer,Electronics,East,Wholesale,10,12000,20,96000.0,12338.92
2025-05-20,Bottle,Accessories,North,Retail,15,350,5,4987.5,2057.73
2024-09-25,Table,Furniture,East,Wholesale,16,7000,0,112000.0,28431.88
2024-07-02,Monitor,Electronics,East,Wholesale,8,15000,0,120000.0,49703.23
2024-03-09,Bag,Accessories,West,Wholesale,12,1800,20,17280.0,2286.45
2025-10-05,Monitor,Electronics,North,Wholesale,4,15000,10,54000.0,11774.53
2024-06-15,Bag,Accessories,South,Wholesale,2,1800,5,3420.0,1094.74
2024-06-16,Laptop,Electronics,East,Retail,9,55000,10,445500.0,110952.17
2024-10-23,Table,Furniture,South,Retail,17,7000,0,119000.0,35204.97
2025-09-05,Keyboard,Electronics,East,Wholesale,18,1500,10,24300.0,2383.21
2025-12-02,Notebook,Stationery,South,Retail,4,120,20,384.0,36.47
2024-05-20,Bottle,Accessories,West,Wholesale,10,350,10,3150.0,407.25
2024-06-15,Mouse,Electronics,South,Retail,7,800,5,5320.0,1394.32
2025-03-03,Monitor,Electronics,North,Wholesale,3,15000,0,45000.0,9195.6
2024-12-22,Table,Furniture,East,Retail,12,7000,5,79800.0,13010.62
2025-12-27,Table,Furniture,South,Retail,1,7000,0,7000.0,2683.05
2024-11-10,Keyboard,Electronics,West,Retail,7,1500,5,9975.0,1109.5
2024-03-20,Laptop,Electronics,North,Retail,16,55000,15,748000.0,252775.53
2025-11-06,Bottle,Accessories,East,Retail,19,350,0,6650.0,2056.68
2024-03-08,Table,Furniture,South,Retail,1,7000,0,7000.0,1507.02
2024-07-08,Notebook,Stationery,East,Wholesale,1,120,0,120.0,48.76
2024-12-26,Keyboard,Electronics,North,Retail,17,1500,20,20400.0,4525.06
2025-08-15,Laptop,Electronics,East,Retail,17,55000,5,888250.0,173214.84
